platformLink,uni,title,degType,campus,duration,tuition,about,uniRank,languages,ects,city,country,toefl,ielts,gmat,gre,origLink,applyBy,startDate,disciplines,tuitiontype
https://www.mastersportal.com/studies/299821/,"Birkbeck, University of London","Master's Foundation Programme - Business, Economics, Finance and Management ",Pre-Master,On Campus,½ year,.,"This Master's Foundation Programme - Business, Economics, Finance and Management from ONCAMPUS London is designed to prepare international students for postgraduate study in the UK. ",344th ,English,"On Campus, Blended",London,.,.,     5      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fstudy.oncampus.global%2Flondon-mfp%2F&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyOTk4MjEiLCJkIjoiTWFzdGVyJ3MgRm91bmRhdGlvbiBQcm9ncmFtbWUgLSBCdXNpbmVzcywgRWNvbm9taWNzLCBGaW5hbmNlIGFuZCBNYW5hZ2VtZW50IiwibCI6InByZW1pdW0ifSwicyI6bnVsbCwidSI6eyJpIjoiMTcyLjMwLjguMTIxIiwicyI6IjI5ZWJmMDY3LTcwN2UtNDVjNi1iNDc5LTFhZWM2YWE0ZGFkMyIsImwiOiJlbi1HQiIsImMiOiJkZSJ9LCJmIjpbeyJhIjoiY2xpYyIsInQiOiJsaW5rIiwiaSI6IjIxNTY3MjAiLCJkIjoiaHR0cHM6Ly9zdHVkeS5vbmNhbXB1cy5nbG9iYWwvbG9uZG9uLW1mcC8iLCJsIjoicmV2ZW51ZSIsImV4Ijp7InB0IjoicCJ9fV19&taps=null&duid=567a6557-b018-4213-a3a5-947b21ac0ab4&sid=e052d31e-f302-4215-b7e2-64dae04c7984,.,14/09/2021,"Economics, Business Administration, Finance",.
https://www.mastersportal.com/studies/65870/,University of Texas Arlington,Real Estate ,M.Sc.,On Campus,1 year,"19,001",The purpose of the Master of Science in Real Estate degree offered by University of Texas Arlington is to provide students an opportunity to obtain a better understanding of the mechanics of real estate decision making in modern society and a greater depth of training in the discipline of real estate decision making than is possible at the baccalaureate level.,601st ,English,36 alternative credits,Texas City,.,     79      ,     6.5      ,   Required   ,   Required   ,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.universityoftexasarlington-international.com%2Fprograms%2Fgraduate%2Fmsc-in-real-estate%2F&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiI2NTg3MCIsImQiOiJSZWFsIEVzdGF0ZSIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiIyOWViZjA2Ny03MDdlLTQ1YzYtYjQ3OS0xYWVjNmFhNGRhZDMiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIxODI5MTUzIiwiZCI6Imh0dHBzOi8vd3d3LnVuaXZlcnNpdHlvZnRleGFzYXJsaW5ndG9uLWludGVybmF0aW9uYWwuY29tL3Byb2dyYW1zL2dyYWR1YXRlL21zYy1pbi1yZWFsLWVzdGF0ZS8iLCJsIjoicmV2ZW51ZSIsImV4Ijp7InB0IjoicCJ9fV19&taps=null&duid=567a6557-b018-4213-a3a5-947b21ac0ab4&sid=e052d31e-f302-4215-b7e2-64dae04c7984,14/02/2021,18/05/2021,"Economics, Real Estate & Property Management","[""year ""]"
https://www.mastersportal.com/studies/27240/,Tor Vergata University of Rome,Development Economics and International Co-operation (MESCI) ,M.A.,On Campus,1 year,"5,900","The Development Economics and International Co-operation (MESCI) program at Tor Vergata University of Rome, is a one year international Master programme held at the School of Economics of the Tor Vergata University of Rome.",401st ,English,60 ECTS,Roma,Italy,.,.,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Feconomia.uniroma2.it%2Fmaster%2Fmesci&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyNzI0MCIsImQiOiJEZXZlbG9wbWVudCBFY29ub21pY3MgYW5kIEludGVybmF0aW9uYWwgQ28tb3BlcmF0aW9uIChNRVNDSSkiLCJsIjoicHJlbWl1bSJ9LCJzIjpudWxsLCJ1Ijp7ImkiOiIxNzIuMzAuOC4xMjEiLCJzIjoiMjllYmYwNjctNzA3ZS00NWM2LWI0NzktMWFlYzZhYTRkYWQzIiwibCI6ImVuLUdCIiwiYyI6ImRlIn0sImYiOlt7ImEiOiJjbGljIiwidCI6ImxpbmsiLCJpIjoiMTk1OTg3MSIsImQiOiJodHRwczovL2Vjb25vbWlhLnVuaXJvbWEyLml0L21hc3Rlci9tZXNjaSIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJwIn19XX0%3D&taps=null&duid=567a6557-b018-4213-a3a5-947b21ac0ab4&sid=e052d31e-f302-4215-b7e2-64dae04c7984,30/09/2021,07/10/2021,"Economics, International Relations, International Development","[""year""]"
https://www.mastersportal.com/studies/305685/,University of Padua,Sustainable Science and Technology for Circular Economy ,Master,On Campus,2 years,"2,622",The Sustainable Science and Technology for Circular Economy degree fromUniversity of Padua provides an extensive and highly interdisciplinary training programme for professionals to be employed in companies or public bodies applying a circular economy model to production and services.,201st ,English,120 ECTS,Padua,Italy,.,.,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fapply.unipd.it%2Fcourses%2Fcourse%2F175-sustainable-science-and-technology-circular-economy&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIzMDU2ODUiLCJkIjoiU3VzdGFpbmFibGUgU2NpZW5jZSBhbmQgVGVjaG5vbG9neSBmb3IgQ2lyY3VsYXIgRWNvbm9teSIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiIyOWViZjA2Ny03MDdlLTQ1YzYtYjQ3OS0xYWVjNmFhNGRhZDMiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIyMTYzMjgzIiwiZCI6Imh0dHBzOi8vYXBwbHkudW5pcGQuaXQvY291cnNlcy9jb3Vyc2UvMTc1LXN1c3RhaW5hYmxlLXNjaWVuY2UtYW5kLXRlY2hub2xvZ3ktY2lyY3VsYXItZWNvbm9teSIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJwIn19XX0%3D&taps=null&duid=567a6557-b018-4213-a3a5-947b21ac0ab4&sid=e052d31e-f302-4215-b7e2-64dae04c7984,02/02/2021,01/10/2021,"Economics, Electronics & Embedded Technology, General Engineering & Technology","[""year""]"
https://www.mastersportal.com/studies/15628/,Prague University of Economics and Business,International and Diplomatic Studies ,Master,On Campus,2 years,"3,800","The aim of the master’s programme in International and Diplomatic Studies from University of Economics, Prague is to produce highly specialized professionals in the fields of international politics and foreign policy with special emphasis on external economic relations, and to provide them with advanced theoretical knowledge of international relations.",1001st ,English,120 ECTS,Prague,Czech Republic,     87      ,     5.5      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fids.vse.cz%2F&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIxNTYyOCIsImQiOiJJbnRlcm5hdGlvbmFsIGFuZCBEaXBsb21hdGljIFN0dWRpZXMiLCJsIjoicHJlbWl1bSJ9LCJzIjpudWxsLCJ1Ijp7ImkiOiIxNzIuMzAuOC4xMjEiLCJzIjoiNWNlNGJiOWUtNmM5ZS00YmEwLTg2NTgtMWMxNTgyMjJkZDVmIiwibCI6ImVuLUdCIiwiYyI6ImRlIn0sImYiOlt7ImEiOiJjbGljIiwidCI6ImxpbmsiLCJpIjoiMTg2MzY0MCIsImQiOiJodHRwczovL2lkcy52c2UuY3ovIiwibCI6InJldmVudWUiLCJleCI6eyJwdCI6InAifX1dfQ%3D%3D&taps=null&duid=3f0026a9-d893-4e40-93c4-85ea48ad6f06&sid=dd70a384-4895-476a-bdde-f8fc3fff376c,.,21/09/2021,"Economics, International Relations, International Development","[""year""]"
https://www.mastersportal.com/studies/156613/,National Research University - Higher School of Economics (HSE),Financial Analyst ,M.Sc.,On Campus,2 years,.,"This Financial Analyst programme which is offered by National Research University - Higher School of Economics (HSE) provides a balance of theory and case study in courses taught by HSE academic staff who are experts in their fields, as well as outstanding guest speakers from various Russian and global institutions, including CFA Charterholders. ",251st ,English,120 ECTS,Moscow,Russia,     80      ,     6      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.studyathse.com%2Fprogrammes%2Fmoscow-campus%2Fm-sc-financial-analyst%2F&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIxNTY2MTMiLCJkIjoiRmluYW5jaWFsIEFuYWx5c3QiLCJsIjoicHJlbWl1bSJ9LCJzIjpudWxsLCJ1Ijp7ImkiOiIxNzIuMzAuOC4xMjEiLCJzIjoiNWNlNGJiOWUtNmM5ZS00YmEwLTg2NTgtMWMxNTgyMjJkZDVmIiwibCI6ImVuLUdCIiwiYyI6ImRlIn0sImYiOlt7ImEiOiJjbGljIiwidCI6ImxpbmsiLCJpIjoiMTk5ODMzMCIsImQiOiJodHRwczovL3d3dy5zdHVkeWF0aHNlLmNvbS9wcm9ncmFtbWVzL21vc2Nvdy1jYW1wdXMvbS1zYy1maW5hbmNpYWwtYW5hbHlzdC8iLCJsIjoicmV2ZW51ZSIsImV4Ijp7InB0IjoicCJ9fV19&taps=null&duid=3f0026a9-d893-4e40-93c4-85ea48ad6f06&sid=dd70a384-4895-476a-bdde-f8fc3fff376c,28/08/2021,01/09/2021,"Economics, Finance, Management, Organisation & Leadership",.
https://www.mastersportal.com/studies/230073/,BI Norwegian Business School,Quantitative Finance ,M.Sc.,On Campus,2 years,"9,415",The finance industry is becoming increasingly quantitative and the Quantitative Finance programme offered by BI Norwegian Business School provides you with the advanced quantitative skills in finance that companies are looking for in candidates to hire today.,.,English,120 ECTS,Oslo,Norway,     90      ,     6.5      ,     600      ,     152  (verbal)     158  (quantitative)      ,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.bi.edu%2Fstudy-at-bi%2Fforms%2Ffull-time%2Fstudyportals%2F&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyMzAwNzMiLCJkIjoiUXVhbnRpdGF0aXZlIEZpbmFuY2UiLCJsIjoicHJlbWl1bSJ9LCJzIjpudWxsLCJ1Ijp7ImkiOiIxNzIuMzAuOC4xMjEiLCJzIjoiNWNlNGJiOWUtNmM5ZS00YmEwLTg2NTgtMWMxNTgyMjJkZDVmIiwibCI6ImVuLUdCIiwiYyI6ImRlIn0sImYiOlt7ImEiOiJjbGljIiwidCI6ImxpbmsiLCJpIjoiMjA3OTIzMCIsImQiOiJodHRwczovL3d3dy5iaS5lZHUvc3R1ZHktYXQtYmkvZm9ybXMvZnVsbC10aW1lL3N0dWR5cG9ydGFscy8iLCJsIjoicmV2ZW51ZSIsImV4Ijp7InB0IjoicCJ9fV19&taps=null&duid=3f0026a9-d893-4e40-93c4-85ea48ad6f06&sid=dd70a384-4895-476a-bdde-f8fc3fff376c,01/03/2021,16/08/2021,"Economics, Finance, Management, Organisation & Leadership","[""year""]"
https://www.mastersportal.com/studies/237132/,University of Portland,Master of Business Administration ,M.B.A.,On Campus,Unknown,"1,136","University of Portland Master of Business Administration program offers a broad core curriculum, as well as a constant focus on creativity and entrepreneurship to distinguish our students in a competitive market. ",.,English,On Campus,Portland,.,     88      ,     7      ,     550      ,   Required   ,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.studyatup.com%2Fmaster-of-business-administration%2F&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyMzcxMzIiLCJkIjoiTWFzdGVyIG9mIEJ1c2luZXNzIEFkbWluaXN0cmF0aW9uIiwibCI6InByZW1pdW0ifSwicyI6bnVsbCwidSI6eyJpIjoiMTcyLjMwLjguMTIxIiwicyI6IjVjZTRiYjllLTZjOWUtNGJhMC04NjU4LTFjMTU4MjIyZGQ1ZiIsImwiOiJlbi1HQiIsImMiOiJkZSJ9LCJmIjpbeyJhIjoiY2xpYyIsInQiOiJsaW5rIiwiaSI6IjIwODg3NDkiLCJkIjoiaHR0cHM6Ly93d3cuc3R1ZHlhdHVwLmNvbS9tYXN0ZXItb2YtYnVzaW5lc3MtYWRtaW5pc3RyYXRpb24vIiwibCI6InJldmVudWUiLCJleCI6eyJwdCI6InAifX1dfQ%3D%3D&taps=null&duid=3f0026a9-d893-4e40-93c4-85ea48ad6f06&sid=dd70a384-4895-476a-bdde-f8fc3fff376c,12/04/2021,17/05/2021,"Economics, Business Administration, Master in Business Administration (MBA)","[""credit ""]"
https://www.mastersportal.com/studies/3881/,Università della Svizzera Italiana (USI),Marketing and Transformative Economy ,M.Sc.,On Campus,2 years,"7,420","The Master in Marketing and Transformative Economy from Università della Svizzera Italiana (USI) is not just another Master in Marketing. Its ambition is to offer established marketing wisdom and practice, and expand them further.",251st ,English,120 ECTS,Lugano,Switzerland,     65      ,     5.5      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.usi.ch%2Fen%2Fmktg%3Futm_source%3Dmastersportal.com%26utm_medium%3Daffiliation%26utm_campaign%3Dmktg&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIzODgxIiwiZCI6Ik1hcmtldGluZyBhbmQgVHJhbnNmb3JtYXRpdmUgRWNvbm9teSIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiI1Y2U0YmI5ZS02YzllLTRiYTAtODY1OC0xYzE1ODIyMmRkNWYiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIxOTc0MDE0IiwiZCI6Imh0dHBzOi8vd3d3LnVzaS5jaC9lbi9ta3RnP3V0bV9zb3VyY2U9bWFzdGVyc3BvcnRhbC5jb20mdXRtX21lZGl1bT1hZmZpbGlhdGlvbiZ1dG1fY2FtcGFpZ249bWt0ZyIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJwIn19XX0%3D&taps=null&duid=3f0026a9-d893-4e40-93c4-85ea48ad6f06&sid=dd70a384-4895-476a-bdde-f8fc3fff376c,31/07/2021,01/09/2021,"Economics, Marketing, Management, Organisation & Leadership","[""year""]"
https://www.mastersportal.com/studies/136782/,University of San Francisco,International and Development Economics ,M.Sc.,On Campus,2 years,"1,221",The International and Development Economics degree at University of San Francisco provides students with the knowledge and skills to understand how market forces can be harnessed to empower developing countries to break from cycles of poverty.,801st ,English,36 alternative credits,San Francisco,.,     79      ,     6.5      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.usfca.edu%2Frequest%2Finternational-development-economics%3Fsys%253Ainteraction%253Acode%3Dac3d50ea-059f-4447-ac37-590d121a4930%26utm_campaign%3Didec-2020%26utm_medium%3Dmastersportal%26utm_source%3Dmp&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIxMzY3ODIiLCJkIjoiSW50ZXJuYXRpb25hbCBhbmQgRGV2ZWxvcG1lbnQgRWNvbm9taWNzIiwibCI6InByZW1pdW0ifSwicyI6bnVsbCwidSI6eyJpIjoiMTcyLjMwLjguMTIxIiwicyI6IjVjZTRiYjllLTZjOWUtNGJhMC04NjU4LTFjMTU4MjIyZGQ1ZiIsImwiOiJlbi1HQiIsImMiOiJkZSJ9LCJmIjpbeyJhIjoiY2xpYyIsInQiOiJsaW5rIiwiaSI6IjE5Mzk3ODgiLCJkIjoiaHR0cHM6Ly93d3cudXNmY2EuZWR1L3JlcXVlc3QvaW50ZXJuYXRpb25hbC1kZXZlbG9wbWVudC1lY29ub21pY3M%2Fc3lzJTNBaW50ZXJhY3Rpb24lM0Fjb2RlPWFjM2Q1MGVhLTA1OWYtNDQ0Ny1hYzM3LTU5MGQxMjFhNDkzMCZ1dG1fY2FtcGFpZ249aWRlYy0yMDIwJnV0bV9tZWRpdW09bWFzdGVyc3BvcnRhbCZ1dG1fc291cmNlPW1wIiwibCI6InJldmVudWUiLCJleCI6eyJwdCI6InAifX1dfQ%3D%3D&taps=null&duid=3f0026a9-d893-4e40-93c4-85ea48ad6f06&sid=dd70a384-4895-476a-bdde-f8fc3fff376c,.,18/08/2021,"Economics, Business Administration, International Development","[""credit ""]"
https://www.mastersportal.com/studies/282698/,Macquarie University,Applied Economics ,Master,On Campus,1 year,"18,377",The Applied Economics program at Macquarie University has been carefully designed to provide students with state-of-the-art applied economics knowledge and skills that can be applied to these areas and many more. ,195th ,English,80 alternative credits,Sydney,.,     83      ,     6.5      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fstudyatmacquarie.com%2Fstudy.php%3Fn%3DMacquarie-University-Applied-Economics%26sid%3D282698&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyODI2OTgiLCJkIjoiQXBwbGllZCBFY29ub21pY3MiLCJsIjoicHJlbWl1bSJ9LCJzIjpudWxsLCJ1Ijp7ImkiOiIxNzIuMzAuOC4xMjEiLCJzIjoiNWNlNGJiOWUtNmM5ZS00YmEwLTg2NTgtMWMxNTgyMjJkZDVmIiwibCI6ImVuLUdCIiwiYyI6ImRlIn0sImYiOlt7ImEiOiJjbGljIiwidCI6ImxpbmsiLCJpIjoiMjEzODAxNiIsImQiOiJodHRwczovL3N0dWR5YXRtYWNxdWFyaWUuY29tL3N0dWR5LnBocD9uPU1hY3F1YXJpZS1Vbml2ZXJzaXR5LUFwcGxpZWQtRWNvbm9taWNzJnNpZD0yODI2OTgiLCJsIjoicmV2ZW51ZSIsImV4Ijp7InB0IjoicCJ9fV19&taps=null&duid=3f0026a9-d893-4e40-93c4-85ea48ad6f06&sid=dd70a384-4895-476a-bdde-f8fc3fff376c,.,.,"Economics, Business Administration","[""year ""]"
https://www.mastersportal.com/studies/1462/,Wageningen University and Research,"Management, Economics and Consumer Studies ",M.Sc.,On Campus,2 years,"2,143","The Master's Management, Economics and Consumer Studies from Wageningen University and Research teaches you to analyse the interrelationships between consumers, supply chain, producers, and society-at-large.",62nd ,English,120 ECTS,Wageningen,Netherlands,     92      ,     6.5      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fwww.wur.nl%2Fen%2FEducation-Programmes%2Fmaster%2FMSc-programmes%2FMSc-Management-Economics-and-Consumer-Studies.htm&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIxNDYyIiwiZCI6Ik1hbmFnZW1lbnQsIEVjb25vbWljcyBhbmQgQ29uc3VtZXIgU3R1ZGllcyIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiI1Y2U0YmI5ZS02YzllLTRiYTAtODY1OC0xYzE1ODIyMmRkNWYiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIxODg3MDUzIiwiZCI6Imh0dHBzOi8vd3d3Lnd1ci5ubC9lbi9FZHVjYXRpb24tUHJvZ3JhbW1lcy9tYXN0ZXIvTVNjLXByb2dyYW1tZXMvTVNjLU1hbmFnZW1lbnQtRWNvbm9taWNzLWFuZC1Db25zdW1lci1TdHVkaWVzLmh0bSIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJwIn19XX0%3D&taps=null&duid=3f0026a9-d893-4e40-93c4-85ea48ad6f06&sid=dd70a384-4895-476a-bdde-f8fc3fff376c,01/07/2021,01/09/2021,"Economics, Family & Consumer Science, Management, Organisation & Leadership","[""year""]"
https://www.mastersportal.com/studies/53580/,Università Cattolica del Sacro Cuore,Agricultural and Food Economics ,M.Sc.,On Campus,2 years,"3,600","The Agricultural and Food Economics programme at Università Cattolica del Sacro Cuore, boasts one of the world’s most renowned teams of Agriculture academics, scientists and researchers; a team at the forefront of food innovation and technology, whose expertise extends to developing tracking systems for any product transported across the European Union.",511st ,English,120 ECTS,Cremona,Italy,     83      ,     6      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Finternational.unicatt.it%2Fucscinternational-graduate-programs-agricultural-and-food-economics&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiI1MzU4MCIsImQiOiJBZ3JpY3VsdHVyYWwgYW5kIEZvb2QgRWNvbm9taWNzIiwibCI6InByZW1pdW0ifSwicyI6bnVsbCwidSI6eyJpIjoiMTcyLjMwLjguMTIxIiwicyI6IjVjZTRiYjllLTZjOWUtNGJhMC04NjU4LTFjMTU4MjIyZGQ1ZiIsImwiOiJlbi1HQiIsImMiOiJkZSJ9LCJmIjpbeyJhIjoiY2xpYyIsInQiOiJsaW5rIiwiaSI6IjE5MjIzMjYiLCJkIjoiaHR0cHM6Ly9pbnRlcm5hdGlvbmFsLnVuaWNhdHQuaXQvdWNzY2ludGVybmF0aW9uYWwtZ3JhZHVhdGUtcHJvZ3JhbXMtYWdyaWN1bHR1cmFsLWFuZC1mb29kLWVjb25vbWljcyIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJwIn19XX0%3D&taps=null&duid=3f0026a9-d893-4e40-93c4-85ea48ad6f06&sid=dd70a384-4895-476a-bdde-f8fc3fff376c,14/05/2021,01/09/2021,"Economics, Agribusiness, Agriculture","[""year""]"
https://www.mastersportal.com/studies/49380/,The Open University UK,Finance ,M.Sc.,Online,2 years,"14,930","This Finance programme from The Open University UK is designed to support professional development and practice in a wide range of roles in finance – whether you are developing in your career or aspiring to enter the sector. It provides a thorough grounding in areas such as corporate finance, financial decision-making, financial reporting and governance.",601st ,English,180 alternative credits,Milton Keynes,.,.,     6.5      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fad.doubleclick.net%2Fddm%2Ftrackclk%2FN6602.2169104STUDYPORTALS%2FB24552003.279560944%3Bdc_trk_aid%3D473583310%3Bdc_trk_cid%3D111665656%3Bdc_lat%3D%3Bdc_rdid%3D%3Btag_for_child_directed_treatment%3D%3Btfua%3D&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiI0OTM4MCIsImQiOiJGaW5hbmNlIiwibCI6InByZW1pdW0ifSwicyI6bnVsbCwidSI6eyJpIjoiMTcyLjMwLjguMTIxIiwicyI6IjVjZTRiYjllLTZjOWUtNGJhMC04NjU4LTFjMTU4MjIyZGQ1ZiIsImwiOiJlbi1HQiIsImMiOiJkZSJ9LCJmIjpbeyJhIjoiY2xpYyIsInQiOiJsaW5rIiwiaSI6IjE4OTczNjUiLCJkIjoiaHR0cHM6Ly9hZC5kb3VibGVjbGljay5uZXQvZGRtL3RyYWNrY2xrL042NjAyLjIxNjkxMDRTVFVEWVBPUlRBTFMvQjI0NTUyMDAzLjI3OTU2MDk0NDtkY190cmtfYWlkPTQ3MzU4MzMxMDtkY190cmtfY2lkPTExMTY2NTY1NjtkY19sYXQ9O2RjX3JkaWQ9O3RhZ19mb3JfY2hpbGRfZGlyZWN0ZWRfdHJlYXRtZW50PTt0ZnVhPSIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJwIn19XX0%3D&taps=null&duid=3f0026a9-d893-4e40-93c4-85ea48ad6f06&sid=dd70a384-4895-476a-bdde-f8fc3fff376c,.,01/05/2021,"Economics, Finance, Management, Organisation & Leadership","[""year""]"
https://www.mastersportal.com/studies/200723/,Vrije Universiteit Amsterdam,Economics - Public Policy ,M.Sc.,On Campus,1 year,"2,168",The Economics - Public Policy M.Sc. degree at Vrije Universiteit Amsterdam has a strong interest in the design and evaluation of public policy.,101st ,English,60 ECTS,Amsterdam,Netherlands,     92      ,     6.5      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fvuweb.vu.nl%2Fen%2Feducation%2Fmaster%2Feconomics%2Fcurriculum%3Fyear%3D1st-year%26specialization%3Dpublic-policy%26utm_source%3Dmastersportal%26utm_medium%3Dcpc%26utm_campaign%3Dbaseline&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIyMDA3MjMiLCJkIjoiRWNvbm9taWNzIC0gUHVibGljIFBvbGljeSIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiI5MWQ1Y2ZmZC03NWZhLTQ0ZGUtODQ2Mi1jNWY3NTg1MzVjMzkiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIyMDQ1Njk2IiwiZCI6Imh0dHBzOi8vdnV3ZWIudnUubmwvZW4vZWR1Y2F0aW9uL21hc3Rlci9lY29ub21pY3MvY3VycmljdWx1bT95ZWFyPTFzdC15ZWFyJnNwZWNpYWxpemF0aW9uPXB1YmxpYy1wb2xpY3kmdXRtX3NvdXJjZT1tYXN0ZXJzcG9ydGFsJnV0bV9tZWRpdW09Y3BjJnV0bV9jYW1wYWlnbj1iYXNlbGluZSIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJwIn19XX0%3D&taps=null&duid=b1e1d55d-3d38-46f7-8150-c04ca562292b&sid=94625a0b-ae77-4b92-a160-6a8d0841e0a1,01/06/2021,01/09/2021,"Economics, Public Policy","[""year""]"
https://www.mastersportal.com/studies/304062/,Vrije Universiteit Amsterdam,"Spatial, Transport and Environmental Economics - Real Estate Economics and Finance ",Master,On Campus,1 year,"2,168","The Master's in Spatial, Transport and Environmental Economics deals with urban and regional, transport, environmental, or real estate economics.",101st ,English,On Campus,Amsterdam,Netherlands,     92      ,     6.5      ,.,.,https://sl.prtl.co/track/click/?target=https%3A%2F%2Fvuweb.vu.nl%2Fen%2Feducation%2Fmaster%2Fspatial-transport-and-environmental-economics%2Fcurriculum%3Fyear%3D1st-year%26specialization%3Dreal-estate-economics-and-finance%252F%253Futm_source%253Dmastersportal%26utm_medium%3Dcpc%26utm_campaign%3Dbaseline&facts=eyJsIjp7InQiOiJzdHVkeSIsImkiOiIzMDQwNjIiLCJkIjoiU3BhdGlhbCwgVHJhbnNwb3J0IGFuZCBFbnZpcm9ubWVudGFsIEVjb25vbWljcyAtIFJlYWwgRXN0YXRlIEVjb25vbWljcyBhbmQgRmluYW5jZSIsImwiOiJwcmVtaXVtIn0sInMiOm51bGwsInUiOnsiaSI6IjE3Mi4zMC44LjEyMSIsInMiOiI5MWQ1Y2ZmZC03NWZhLTQ0ZGUtODQ2Mi1jNWY3NTg1MzVjMzkiLCJsIjoiZW4tR0IiLCJjIjoiZGUifSwiZiI6W3siYSI6ImNsaWMiLCJ0IjoibGluayIsImkiOiIyMTYxMzg4IiwiZCI6Imh0dHBzOi8vdnV3ZWIudnUubmwvZW4vZWR1Y2F0aW9uL21hc3Rlci9zcGF0aWFsLXRyYW5zcG9ydC1hbmQtZW52aXJvbm1lbnRhbC1lY29ub21pY3MvY3VycmljdWx1bT95ZWFyPTFzdC15ZWFyJnNwZWNpYWxpemF0aW9uPXJlYWwtZXN0YXRlLWVjb25vbWljcy1hbmQtZmluYW5jZSUyRiUzRnV0bV9zb3VyY2UlM0RtYXN0ZXJzcG9ydGFsJnV0bV9tZWRpdW09Y3BjJnV0bV9jYW1wYWlnbj1iYXNlbGluZSIsImwiOiJyZXZlbnVlIiwiZXgiOnsicHQiOiJwIn19XX0%3D&taps=null&duid=b1e1d55d-3d38-46f7-8150-c04ca562292b&sid=94625a0b-ae77-4b92-a160-6a8d0841e0a1,01/06/2021,01/09/2021,"Economics, Environmental Economics & Policy","[""year""]"
