platformLink,uni,title,degType,campus,duration,tuition,about,uniRank,languages,ects,city,country,toefl,ielts,gmat,gre,origLink,applyBy,startDate,disciplines,tuitiontype
https://www.mastersportal.com/studies/117914/,North Dakota State University,Statistics,M.A.,On Campus,1 year,461,The Department of Statistics at North Dakota State University offers programs leading to a Ph.D. in statistics or a master's degree in applied statistics.,981st ,English,30 alternative credits,Fargo,.,     71      ,     6      ,.,.,.,15/03/2021,27/08/2021,"Statistics, Actuarial Science","[""credit ""]"
https://www.mastersportal.com/studies/113667/,Worcester Polytechnic Institute,Applied Statistics,M.Sc.,On Campus,1 year,"23,809","The Applied Statistics program of Worcester Polytechnic Institute will give you the knowledge and hands-on experience needed to tackle challenges of statistical design, analysis, and control that arise across a wide variety of fields.",601st ,English,30 alternative credits,Worcester,.,     84      ,     7      ,.,     150  (verbal)     165  (quantitative)     3  (analytical)      ,.,01/07/2021,31/08/2021,"Applied Mathematics, Statistics","[""year ""]"
https://www.mastersportal.com/studies/96633/,Indiana University Bloomington,Statistical Science,M.Sc.,On Campus,1 year,"25,174",The Statistical Science program at Indiana University Bloomington trains students to become applied statisticians who collaborate with researchers in various disciplines to design experiments and analyze data.,101st ,English,31 alternative credits,Bloomington,.,     79      ,     6.5      ,.,.,.,01/12/2021,24/09/2022,Statistics,"[""year ""]"
https://www.mastersportal.com/studies/188701/,University of the Punjab,Actuarial Science,M.Sc.,On Campus,2 years,.,Actuaries deal with putting price tags on future makings. They have been called financial architects and applied statisticians because of their unique combination of analytical and business skills allowing them to work in many different business situations. Actuarial Science program is offered at the University of the Punjab  .,801st ,English,72 alternative credits,Lahore,Pakistan,.,.,.,.,.,.,01/09/2021,"Statistics, Actuarial Science",.
https://www.mastersportal.com/studies/13895/,UIT the Arctic University of Norway,Statistics,M.Sc.,On Campus,2 years,Free,Statistics is a tool for analysing data in complex systems. The Master in Statistics at UIT the Arctic University of Norway is offered in Tromsø.,351st ,English,120 ECTS,Tromsø,Norway,     85      ,     6.5      ,.,.,.,01/12/2021,12/08/2022,"Statistics, Actuarial Science",.
https://www.mastersportal.com/studies/235650/,Emory University,Global Epidemiology,Master,On Campus,2 years,"34,012",The Global Epidemiology program of Emory University is a joint program offered by the Department of Epidemiology and the Hubert Department of Global Health.,85th ,English,60 alternative credits,Atlanta,.,     79      ,     6      ,.,   Required   ,.,01/05/2021,26/08/2021,"Public Health, Statistics, Health Informatics","[""year ""]"
https://www.mastersportal.com/studies/302194/,INTO Manchester,Pre-Master's - Social research Methods and Statistics (PG Dip),Pre-Master,Blended,½ year,.,The Pre-Master's - Social research Methods and Statistics (PG Dip) program at INTO Manchester is an intermediary step towards studying a Master’s degree at this university.,.,English,Blended,Manchester,.,.,     5.5      ,.,.,.,.,28/09/2021,"Sociology, Statistics",.
https://www.mastersportal.com/studies/105045/,New Jersey Institute of Technology,Industrial Engineering,M.Sc.,On Campus,1 year,"25,090",The Industrial Engineering program offered by New Jersey Institute of Technology is a field of study intended for professionals who are interested in managing and analyzing complex systems.,501st ,English,21 alternative credits,Newark,.,     79      ,     6.5      ,.,.,.,01/05/2021,03/09/2021,"Industrial & Systems Engineering, Mechanical Engineering, Statistics","[""year ""]"
https://www.mastersportal.com/studies/63115/,George Mason University,Biostatistics,M.Sc.,On Campus,1 year,"1,242","The MS in Biostatistics from George Mason University will allow students to specialize in the design and analysis of health-related and biological studies, while maintaining the rigor and technical training of the Statistical Science master’s program.",201st ,English,30 alternative credits,Fairfax,.,     88      ,     7      ,.,.,.,01/07/2021,24/08/2021,"Biology, Statistics","[""credit ""]"
https://www.mastersportal.com/studies/121585/,Utah State University,Statistics,M.Sc.,On Campus,1 year,"12,608","The Statistics program of the Utah State University prepares students for positions in industry or government, while providing them with the necessary applied and theoretical background to pursue PhD programs in statistics or biostatistics.",401st ,English,30 alternative credits,Logan,.,     79      ,     6      ,.,   Required   ,.,15/01/2022,31/08/2022,"Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/227562/,The Chinese University of Hong Kong,Statistics,M.Phil.,On Campus,Unknown,"4,461",The Division of Statistics provides the M.Phil. Statistics programme at The Chinese University of Hong Kong. ,43rd ,English,On Campus,Hong Kong,Hong Kong (SAR),     79      ,     6.5      ,.,.,.,31/01/2021,07/09/2021,"Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/62589/,Louisiana State University,Applied Statistics,Master,On Campus,1 year,"24,200",Students of the Applied Statistics course at Louisiana State University who choose the thesis degree must write a thesis involving the extension of current statistical methodology or novel/extensive use of statistical methods in a real application. Students gain valuable experience while working closely with faculty and clients during the statistical consulting practicum courses. ,301st ,English,36 alternative credits,Baton Rouge,.,     79      ,     6.5      ,   Required   ,   Required   ,.,15/05/2021,24/08/2021,Statistics,"[""year ""]"
https://www.mastersportal.com/studies/267020/,Western Illinois University,Applied Statistics and Decision Analytics,M.Sc.,On Campus,1 year,"11,362",The Master of Science in Applied Statistics and Decision Analytics at Western Illinois University is a multidisciplinary graduate degree program with a unique focus on applied statistics and decision analytics.,.,English,30 alternative credits,Macomb,.,     73      ,     6      ,.,.,.,01/02/2021,24/08/2021,Statistics,"[""year ""]"
https://www.mastersportal.com/studies/96396/,Indiana University Bloomington,Public Health - Biostatistics,Master,On Campus,2 years,"25,174","The Public Health - Biostatistics concentration at Indiana University Bloomington prepares students to use applied biostatistics and the related data management/mining techniques to elucidate, predict, or infer significant causes or variables and their relationships to, and effects on, life related outcomes. ",101st ,English,43 alternative credits,Bloomington,.,     79      ,     6.5      ,.,.,.,15/04/2021,24/08/2021,"Biology, Public Health, Statistics","[""year ""]"
https://www.mastersportal.com/studies/60644/,University of Maryland,Mathematical Statistics,M.A.,On Campus,1 year,"32,041",The Mathematical Statistics Program at University of Maryland offers the Master of Arts and Doctor of Philosophy degrees for graduate study and research in statistics and probability. ,53rd ,English,30 alternative credits,College Park,.,     96      ,     7      ,.,   Required   ,.,15/09/2021,24/01/2022,"Mathematics, Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/225796/,Seoul National University,Statistics,Master,On Campus,2 years,.,The Department of Statistics in Seoul National University started from the department of applied mathematics.,37th ,English,24 alternative credits,Seoul,South Korea,     80      ,     5.5      ,.,.,.,26/03/2021,01/09/2021,"Statistics, Actuarial Science",.
https://www.mastersportal.com/studies/107235/,University of Konstanz,Social and Economic Data Science,M.Sc.,On Campus,2 years,Free,"The Social and Economic Data Science programme of the University of Konstanz puts a heavy emphasis on foundational issues including problems of measurement, representation and causal inference which are often overlooked in current big data analytics.",251st ,English,120 ECTS,Konstanz,Germany,     92      ,     6.5      ,.,   Required   ,.,30/04/2021,01/10/2021,"Economics, Statistics, Data Science & Big Data",.
https://www.mastersportal.com/studies/30214/,University of Kent,Business Analytics,M.Sc.,On Campus,1 year,"11,780","To meet the growing demand for graduates with analytics capabilities, the Master Degree in Business Analytics offered by the University of Kent equips you with the latest analytics tools to analyse and interpret data, forecast future trends, automate and streamline decisions, and optimise courses of action.",301st ,English,On Campus,Chatham,.,     90      ,     6.5      ,.,.,.,31/07/2021,23/09/2021,"Statistics, Business Intelligence & Analytics, Data Science & Big Data","[""year""]"
https://www.mastersportal.com/studies/251703/,The University of Manchester,Biological Sciences,M.Sc.,On Campus,1 year,"12,364",The MRes Biological Sciences course from The University of Manchester offers a unique opportunity to experience research projects across a broad range of disciplines and laboratory environments before you start a career in research.,27th ,English,180 alternative credits,Manchester,.,     90      ,     6.5      ,.,.,.,.,26/10/2021,"Biology, Statistics","[""year""]"
https://www.mastersportal.com/studies/144746/,Duquesne University,Computational Mathematics and Statistics,M.Sc.,On Campus,1 year,"1,098","Graduates of the Computational Mathematics and Statistics program of Duquesne University apply mathematics, statistics and computer science to real-world problems.",.,English,36 alternative credits,Pittsburgh,.,     80      ,     6.5      ,.,.,.,01/07/2021,23/08/2021,"Mathematics, Statistics","[""credit ""]"
https://www.mastersportal.com/studies/126066/,University of Louisville,Clinical Investigation Sciences,M.Sc.,On Campus,1 year,"22,489",Clinical Investigation Sciences from University of Louisville curriculum integrates biostatistical and epidemiologic methods in a problem-based learning format with additional instruction in several other biomedical and public health topics. ,601st ,English,31 alternative credits,Louisville,.,     79      ,     6.5      ,.,.,.,25/04/2021,23/08/2021,"Public Health, Human Medicine, Statistics","[""year ""]"
https://www.mastersportal.com/studies/106399/,University of New Brunswick,Mathematics and Statistics,M.Sc.,On Campus,2 years,564,"The Mathematics and Statistics program of University of New Brunswick offers top percentile research programs, plus the chance to study advanced topics with internationally-recognized faculty.",801st ,English,60 alternative credits,Fredericton,Canada,.,     7      ,.,.,.,.,04/05/2021,"Mathematics, Applied Mathematics, Statistics","[""module ""]"
https://www.mastersportal.com/studies/63949/,Rutgers University,Biostatistics,M.Sc.,On Campus,1 year,"1,069",The MS in Biostatistics is offered by the Department of Biostatistics on the New Brunswick Campus at Rutgers University.,101st ,English,30 alternative credits,New Brunswick,.,.,     7      ,.,.,.,01/12/2021,22/01/2022,"Biology, Statistics","[""credit ""]"
https://www.mastersportal.com/studies/21992/,Uppsala University,Statistics,Master,On Campus,2 years,Free,"The Master Programme in Statistics at Uppsala University offers you a solid foundation in statistical theory and a deeper knowledge of areas such as econometrics, psychometrics and biostatistics.",77th ,English,120 alternative credits,Uppsala,Sweden,     90      ,     6.5      ,.,.,.,15/01/2022,31/08/2022,"Mathematics, Statistics, Actuarial Science",.
https://www.mastersportal.com/studies/6869/,University of Nottingham,Statistics,M.Sc.,On Campus,1 year,.,The Statistics MSc from University of Nottingham will provide you with the essential knowledge and skills relevant for a career as a professional statistician or researcher..,99th ,English,180 alternative credits,Nottingham,.,     79      ,     6      ,.,.,.,.,20/09/2021,"Mathematics, Statistics, Actuarial Science",.
https://www.mastersportal.com/studies/237319/,King Fahd University of Petroleum & Minerals,Applied Statistics,M.Sc.,On Campus,2 years,.,"Statistics is a branch of mathematics dealing with data collection, organization, analysis, interpretation and presentation. The Applied Statistics program is offered at King Fahd University of Petroleum & Minerals.",186th ,English,30 alternative credits,Dhahran,Saudi Arabia,     68      ,     6      ,.,.,.,12/02/2021,01/09/2021,"Statistics, Actuarial Science",.
https://www.mastersportal.com/studies/198616/,University of Mauritius,Applied Statistics - Actuarial Science,M.Sc.,On Campus,2 years,"1,040","The MSc in Applied Statistics - Actuarial Science at University of Mauritius will serve a growing need for highly trained professionals in the Statistical and Actuarial sciences who possess the skills to analyse data with a view to provide support for informed decision making, and for addressing problems involving uncertainty in government, finance, insurance and business. ",.,English,78 alternative credits,Moka,Mauritius,.,.,.,.,.,31/07/2021,28/09/2021,"Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/288577/,Johns Hopkins University,Biostatistics,Master,On Campus,1 year,"47,203","The Johns Hopkins University Department of Biostatistics MHS program is intended for outstanding individuals with a professional degree (ie, PhD or MD) seeking a one-year intensive course of study in biostatistical theory and methods.",12nd ,English,64 alternative credits,Baltimore,.,     100      ,     7      ,.,   Required   ,.,01/12/2021,31/08/2022,Statistics,"[""year ""]"
https://www.mastersportal.com/studies/228681/,University of Waikato,Science (Research) - Statistics,M.Sc.,On Campus,1 year,"3,987","The Master of Science (Research) - Statistics at the University of Waikato is an internationally-recognised qualification, suitable for students who want a complete research experience, coupled with taught papers.",375th ,English,120 alternative credits,Hamilton,New Zealand,     90      ,     6.5      ,.,.,.,30/09/2021,01/03/2022,"Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/210384/,University of North Carolina Chapel Hill,Operations Research,M.Sc.,On Campus,2 years,"23,232",The Operations Research program offered by the University of North Carolina Chapel Hill is concerned with the process of decision making for the purpose of optimal resource allocation. ,30th ,English,30 alternative credits,Chapel Hill,.,     90      ,     7      ,.,.,.,15/12/2021,09/08/2022,"Mathematics, Statistics","[""year ""]"
https://www.mastersportal.com/studies/278394/,Colorado State University,Graduate Pathway in Applied Statistics - Applied Statistics,Pre-Master,On Campus,½ year,.,"The Graduate Pathway in Applied Statistics - Applied Statistics offered by INTO Colorado State University provides academic, language and cultural support in order to succeed at a US university.",201st ,English,2 credit hours alternative credits,Fort Collins,.,     76      ,     6      ,.,.,.,.,19/08/2021,"Mathematics, Applied Mathematics, Statistics",.
https://www.mastersportal.com/studies/127705/,The City University of New York,Statistics,M.Sc.,On Campus,1 year,702,"The Master of Science in Statistics at The City University of New York is designed to train students in the design and application of quantitative models to decision making in business, finance, pharmaceutical and other industries, and government. ",651st ,English,30 alternative credits,New York City,.,     80      ,     6.5      ,.,.,.,01/06/2021,27/08/2021,"Statistics, Actuarial Science","[""credit ""]"
https://www.mastersportal.com/studies/233172/,Sofia University St.Kliment Ohridski,"Probability, Actuarial Sciences And Statistics",M.Sc.,On Campus,2 years,.,"The aim of the Probability, Actuarial Sciences And Statistics program at Sofia University is a thorough study of probabilistic and statistical methods and their contemporary applications, combined with the use of modern computer technology and a wide range of statistical software.",601st ,English,180 ECTS,Sofia,Bulgaria,.,.,.,.,.,27/06/2021,07/10/2021,"Applied Mathematics, Statistics, Actuarial Science",.
https://www.mastersportal.com/studies/300291/,Cardiff University,Operational Research and Applied Statistics,M.Sc.,On Campus,1 year,.,"This programme is designed to equip you with the necessary analytical skills, methods and ways of thinking to tackle and analyse complex organisational problems, help make better decisions and become confident statistical analysts.",151st ,English,On Campus,Cardiff,.,.,.,.,.,.,.,27/09/2021,"Mathematics, Applied Mathematics, Statistics",.
https://www.mastersportal.com/studies/280784/,University of Stirling,"Graduate Diploma in Media, Humanities and Social Sciences - Applied Social Research (Social Statistics and Social Research)",Pre-Master,Blended,9 months,.,"INTO makes sure you can get into the Master’s of your dreams by offering the Graduate Diploma in Media, Humanities and Social Sciences - Applied Social Research (Social Statistics and Social Research) at INTO University of Stirling.",301st ,English,Blended,Stirling,.,.,     5.5      ,.,.,.,.,21/09/2021,"Sociology, Statistics, Liberal Arts",.
https://www.mastersportal.com/studies/155148/,Grenoble INP Institute of engineering Univ. Grenoble Alpes,Industrial and Applied Mathematics (MSIAM),M.Sc.,On Campus,2 years,250,The Industrial and Applied Mathematics (MSIAM) programme of Grenoble INP Institute of engineering Univ. Grenoble Alpes promotes training in interdisciplinary research.,601st ,English,120 ECTS,Grenoble,France,     78      ,     6      ,.,.,.,10/06/2021,02/09/2021,"Statistics, Data Science & Big Data","[""year""]"
https://www.mastersportal.com/studies/101553/,University of Southern California,Statistics,M.Sc.,On Campus,1 year,"47,039","University of Southern California offers a Masters of Science in Statistics through the Department of Mathematics. The program provides students with a solid mathematical foundation in statistical theory, including some probability theory, while emphasizing applications to real world problems and data in an increasingly data-driven world.",53rd ,English,30 alternative credits,Los Angeles,.,     90      ,     6.5      ,.,.,.,01/02/2021,24/08/2021,Statistics,"[""year ""]"
https://www.mastersportal.com/studies/176613/,California State University East Bay,Statistics,M.Sc.,On Campus,1 year,"12,772",The Department of Statistics and Biostatistics offers graduate study leading to the degree Master of Science in Statistics at California State University East Bay.,.,English,32 alternative credits,Hayward,.,     80      ,     6.5      ,.,.,.,01/05/2021,19/08/2021,"Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/113838/,Boston University,Statistical Practice,M.Sc.,On Campus,1 year,"46,709","The Master of Science in Statistical Practice at Boston University is designed for students who want to acquire fundamental training in statistics and how it is applied in fields like economics, education, law, management, science, and social science, to real-world problems.",90th ,English,32 alternative credits,Boston,.,     84      ,     7      ,.,   Required   ,.,15/03/2021,02/09/2021,Statistics,"[""year ""]"
https://www.mastersportal.com/studies/246974/,University of Otago,Statistics,Master,On Campus,1 year,"4,109","Statistics as a field of study is concerned with the collection, analysis and interpretation of numerical data. The main emphasis of this Postgraduate Diploma in Arts Subjects - Statistics offered at University of Otago is on the role of random variation in observations that are made, which is why statistical theory is built on the concepts of probability.",184th ,English,120 alternative credits,Dunedin,New Zealand,     95      ,     6.5      ,.,.,.,31/10/2021,24/02/2022,Statistics,"[""year ""]"
https://www.mastersportal.com/studies/211335/,Yale University,Statistics and Data Science,M.A.,On Campus,2 years,"35,573","The Statistics and Data Science Department at Yale University offers a broad training program comprised of the main areas of statistical theory (with emphasis on foundations, Bayes theory, decision theory, nonparametric statistics), probability theory, stochastic processes, asymptotics, information theory, machine learning, data analysis, statistical computing, and graphical methods.",8th ,English,60 alternative credits,New Haven,.,     100      ,     7      ,.,.,.,15/12/2021,28/08/2022,"Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/292287/,American University Washington DC,Biostatistics,Pre-Master,On Campus,1 year,.,"The Biostatistics program at American University Washington DC is a one-semester, pre-master’s program designed specifically for international students. ",401st ,English,On Campus,"Washington, D. C.",.,     74      ,     6      ,.,.,.,15/07/2021,17/08/2021,"Biology, Statistics",.
https://www.mastersportal.com/studies/271277/,Brunel University London,Business Finance,M.Sc.,On Campus,1 year,"12,083",The Business Finance course offered by Brunel University London aims to give graduates a comprehensive knowledge of the theories and practices of business financial operations within the context of modern financial markets.,351st ,English,180 alternative credits,London,.,     92      ,     6.5      ,.,.,.,20/08/2021,13/09/2021,"Business Administration, Finance, Statistics","[""year ""]"
https://www.mastersportal.com/studies/268406/,Victoria University of Wellington,Statistics,M.Sc.,On Campus,"1 year, 4 months","3,926","Get a degree that's recognised worldwide and contribute to knowledge in your field. A Master of Science in Statistics (MSc) offered at the Victoria University of Wellington will develop your technical, laboratory and academic writing skills to prepare you for a career in science.",223rd ,English,240 alternative credits,Wellington,New Zealand,     90      ,     6.5      ,.,.,.,01/05/2021,06/07/2021,Statistics,"[""year ""]"
https://www.mastersportal.com/studies/63653/,"University of California, Los Angeles (UCLA)",Statistics,M.Sc.,On Campus,1 year,"26,773","The Statistics program of the University of California, Los Angeles (UCLA) is structured around three core course sequences that introduce students to the science of data: theoretical statistics, data analysis, and statistical computing. This balance of training prepares our graduates for positions in academia, industry and government.",13rd ,English,44 alternative credits,Beverly Hills,.,     87      ,     7      ,.,   Required   ,.,01/02/2021,01/10/2021,"Statistics, Actuarial Science, Artificial Intelligence","[""year ""]"
https://www.mastersportal.com/studies/278207/,INTO Manchester,Pre-Master's - Actuarial Science,Pre-Master,Blended,½ year,.,The Pre-Master's - Actuarial Science program at INTO Manchester is an intermediary step towards studying a Master’s degree at this university.,.,English,Blended,Manchester,.,.,     5.5      ,.,.,.,.,28/09/2021,"Accounting, Statistics, Actuarial Science",.
https://www.mastersportal.com/studies/78100/,University of Queensland,Science,M.Sc.,On Campus,1½ years,"18,158","Extend your knowledge in your chosen field of mathematics, physics or statistics and capitalise on the growing demand for high-level scientific expertise. The Master of Science is offered at the University of Queensland.",46th ,English,24 alternative credits,Brisbane,.,     87      ,     6.5      ,.,.,.,30/11/2021,22/02/2022,"Physics, Mathematics, Statistics","[""year ""]"
https://www.mastersportal.com/studies/294092/,University College London (UCL),Statistics (Medical Statistics),M.Sc.,On Campus,1 year,"13,297","The University College London (UCL) Statistics (Medical Statistics) degree provides students with a sound background in theoretical statistics as well as practical hands-on experience in designing, analysing and interpreting health studies, including trials and observational studies.",10th ,English,180 alternative credits,London,.,     92      ,     6.5      ,.,.,.,13/03/2021,28/09/2021,"Human Medicine, Statistics","[""year""]"
https://www.mastersportal.com/studies/107293/,Trier University,Survey Statistics,M.Sc.,On Campus,2 years,Free,"The Survey Statistics programme of University of Trier focuses on modern applied methods of statistics. Due to the Economic and Social Statistics Department’s main research priorities, a special emphasis is put on computational survey statistics. Thereby, the programme mainly caters to the ever evolving demands in the fields of institutional and official statistics.",1009th ,English,120 ECTS,Trier,Germany,     80      ,     6      ,.,.,.,15/07/2021,01/10/2021,"Economics, Statistics, Political Science",.
https://www.mastersportal.com/studies/281391/,Washington State University,Graduate Pathway in Statistics - Statistics,Pre-Master,On Campus,½ year,.,An INTO Washington State University Graduate Pathway in Statistics - Statistics will prepare students to enter their next semester of a master’s degree program. ,301st ,English,6 - 12 alternative credits,Pullman,.,     66      ,     6      ,.,.,.,.,12/08/2021,"Statistics, Actuarial Science",.
https://www.mastersportal.com/studies/168495/,Memorial University of Newfoundland,Mathematics and Statistics,M.Sc.,On Campus,1 year,"1,066","Memorial’s Department of Mathematics and Statistics is one of the institution’s youngest – half our faculty have been hired since 2005 – and most recognized – 20% of us hold the university's highest rank, University Research Professor. This master degree in Mathematics and Statistics is available at the Memorial University of Newfoundland. ",501st ,English,60 alternative credits,Corner Brook,Canada,     80      ,     6.5      ,.,.,.,10/02/2021,09/09/2021,"Mathematics, Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/141207/,Carlos III University of Madrid,Mathematical Engineering,Master,On Campus,2 years,.,"Quick evolution of technology and applied sciences highlights the need for flexible and interdisciplinary education, based on a solid fundamental education. The Master in Mathematical Engineering, Carlos III University of Madrid follows this line by endeavoring to provide students with the tools necessary to address scientific and technological challenges.",311st ,"Partially taught in English, Partially taught in Spanish",90 ECTS,Madrid,Spain,     72      ,     5.5      ,.,.,.,30/04/2021,14/09/2021,"Mathematics, Statistics, General Engineering & Technology",.
https://www.mastersportal.com/studies/99834/,Western Michigan University,Applied Economics,M.A.,On Campus,1 year,840,Applied Economics from Western Michigan University provides students with a strong foundation in economic analysis combined with the ability to apply theory to contemporary problems.,1001st ,English,30 alternative credits,Kalamazoo,.,     80      ,     6.5      ,.,.,.,01/04/2021,10/05/2021,"Economics, Econometrics, Statistics","[""credit ""]"
https://www.mastersportal.com/studies/248922/,Oakland University,Biostatistics,M.Sc.,On Campus,1 year,"17,465","By offering the Master of Science in Biostatistics degree program at Oakland University, the department seeks to increase the number of people with broad training in statistical methodology that is suitable for application in industrial, business and governmental settings.",1001st ,English,30 alternative credits,Rochester Hills,.,     79      ,     6.5      ,.,.,.,01/09/2021,06/01/2022,"Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/235717/,Emory University,Biostatistics,Master,On Campus,2 years,"34,012",The Biostatistics program of Emory University is designed for students with strong quantitative skills and an interest in research.,85th ,English,60 alternative credits,Atlanta,.,     79      ,     6      ,.,   Required   ,.,01/05/2021,26/08/2021,"Public Health, Statistics, Health Informatics","[""year ""]"
https://www.mastersportal.com/studies/238810/,Stellenbosch University,Statistics,Master,On Campus,1 year,"1,550","At Stellenbosch University the courses offered by the Department of Statistics and Actuarial Science are designed to develop the skills needed by these professionals. Prospective students may choose from a number of degree programmes that opens the door to careers in Statistics, Actuarial Science and Financial Risk Management, among others. ",251st ,English,120 alternative credits,Stellenbosch,South Africa,     79      ,     6.5      ,.,.,.,31/10/2021,20/04/2022,"Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/66649/,George Mason University,Graduate Pathway in Biostatistics,Pre-Master,On Campus,4 months,.,Students who successfully complete an INTO George Mason University Graduate Pathway in Biostatistics are assured progression to a Mason graduate degree program upon submission of additional required application materials.,201st ,English,6 - 9 credits alternative credits,Fairfax,.,     70      ,     6      ,.,.,.,.,19/08/2021,"Biology, Biotechnology, Statistics",.
https://www.mastersportal.com/studies/149985/,SUNY - College of Environmental Science and Forestry,"Monitoring, Analysis and Modeling",M.Sc.,On Campus,1 year,"18,978","The Monitoring, Analysis and Modeling program at the SUNY - College of Environmental Science and Forestry focuses on the application of statistical and operations research methods and techniques used to sample, describe and predict how individual trees, forest stands and terrestrial ecosystems change over both temporal and spatial scales.",301st ,English,30 alternative credits,New York City,.,     80      ,     6      ,.,.,.,01/11/2021,19/01/2022,"Statistics, Ecology","[""year ""]"
https://www.mastersportal.com/studies/156516/,Colorado State University,"Applied Statistics, Data Science Specialization",Master,On Campus,1 year,"1,176","The Department of Statistics at CSU consistently ranks in the top 50 statistics departments in the US. Colorado State University is accredited by the Higher Learning Commission and a member of the North Central Association of Colleges and Schools. We offer a master degree in Applied Statistics, Data Science Specialization at the Colorado State University. ",201st ,English,30 alternative credits,Fort Collins,.,     80      ,     6.5      ,   Required   ,   Required   ,.,31/03/2021,23/08/2021,"Statistics, Data Science & Big Data","[""credit ""]"
https://www.mastersportal.com/studies/235767/,The University of Edinburgh,Operational Research with Data Science,M.Sc.,On Campus,1 year,"15,399","This Operational Research with Data Science programme from The University of Edinburgh will show you how to use mathematical techniques to tackle real-life problems ranging from scheduling flights, handling large data sets to managing investments and minimizing risks. The skills of Operational Research (OR) and Data Science are in high demand. ",20th ,English,On Campus,Edinburgh,.,     92      ,     6.5      ,.,.,.,31/08/2021,13/09/2021,"Mathematics, Statistics, Data Science & Big Data","[""year ""]"
https://www.mastersportal.com/studies/63307/,Georgetown University,Biostatistics,M.Sc.,On Campus,1 year,"1,757",The graduate Biostatistics Program from Georgetown University helps students to first build a solid knowledge in biostatistics and then to choose a specialty in either epidemiology or bioinformatics. The program aims to train individuals who will bring their biostatistical expertise to these related fields and who will be able collaborate on a wide range of biomedical projects.,120th ,English,32 alternative credits,"Washington, D. C.",.,     80      ,     7      ,.,   Required   ,.,15/05/2021,21/08/2021,"Biology, Statistics","[""credit ""]"
https://www.mastersportal.com/studies/264615/,University of Glasgow,Statistics,M.Sc.,On Campus,1 year,"10,959","This Masters in Statistics programme from University of Glasgow will provide you with knowledge and experience of the principles, theory and practical skills of statistics.",77th ,English,180 alternative credits,Glasgow,.,     90      ,     6.5      ,.,.,.,22/07/2021,21/09/2021,"Statistics, Actuarial Science","[""year""]"
https://www.mastersportal.com/studies/190488/,University of Toulouse,Econometrics and Statistics,Master,On Campus,2 years,"5,500",The 1st  year of the Econometrics and Statistics program at Université Fédérale Toulouse Midi-Pyrénées provides rigorous training in the major fields of economics. ,301st ,English,120 ECTS,Toulouse,France,.,.,.,.,.,31/05/2021,01/09/2021,"Econometrics, Statistics","[""year""]"
https://www.mastersportal.com/studies/266963/,University of Texas at Dallas,Statistics,M.Sc.,On Campus,1 year,"15,491",The Statistics MS degree curriculum at The University of Texas at Dallas offers a balanced list of applied and theoretical courses and attractive electives. ,301st ,English,On Campus,Richardson,.,     80      ,     6.5      ,.,.,.,01/07/2021,17/08/2021,"Statistics, Actuarial Science","[""year ""]"
https://www.mastersportal.com/studies/101356/,Western Michigan University,Statistics,M.Sc.,On Campus,1 year,840,"Statistics from Western Michigan University offers students a combination of knowledge of statistical techniques, experience with using these techniques in applied situations, and understanding of the theoretical principles behind these techniques. ",1001st ,English,30 alternative credits,Kalamazoo,.,     80      ,     6.5      ,.,.,.,.,10/05/2021,"Economics, Mathematics, Statistics","[""credit ""]"
https://www.mastersportal.com/studies/129600/,University of Denver,Research Methods and Statistics,M.A.,On Campus,1 year,"30,914",Our Master of Arts (M.A.) program in Research Methods and Statistics at the University of Denver helps you develop cutting edge research skills—and turn them into tools for social change. ,401st ,English,45 alternative credits,Denver,.,     80      ,     6.5      ,.,.,.,26/03/2021,01/06/2021,Statistics,"[""year ""]"
https://www.mastersportal.com/studies/120783/,Southern Methodist University,Applied Statistics and Data Analytics,M.Sc.,On Campus,2 years,"1,400",A Master of Science in Applied Statistics and Data Analytics (MASDA) degree from the Department of Statistical Science at Southern Methodist University prepares you with the statistical foundation and critical thinking skills to tackle today’s problems and those that don’t even exist today.,501st ,English,36 alternative credits,Dallas,.,     80      ,     6.5      ,.,   Required   ,.,01/05/2021,24/08/2021,Statistics,"[""credit ""]"
https://www.mastersportal.com/studies/260150/,University of Queensland,Biostatistics,Master,On Campus,3 years,"16,991",The Master of Biostatistics from University of Queensland will teach you the specialised application of statistics to the field of health that will enable you to make important contributions to research and evidence-based practice.,46th ,English,24 alternative credits,Brisbane,.,     87      ,     6.5      ,.,.,.,31/05/2021,26/07/2021,"Biology, Biotechnology, Statistics","[""year ""]"
